"course","title"
"http://is-concordia.io/ACTT360","Ensembles ll"
"http://is-concordia.io/COMS513","Cultures of Production"
"http://is-concordia.io/IMCA331","Intermedia and Interventionist Performance Practices"
"http://is-concordia.io/GEOG465","Remote Sensing"
"http://is-concordia.io/HIST481","Advanced Topics in Public History"
"http://is-concordia.io/ELEC6431","Advanced Electrical Machines and Drives"
"http://is-concordia.io/BCEE371","Surveying"
"http://is-concordia.io/RELI224","Introduction to Hinduism"
"http://is-concordia.io/CIVI6331","Hydraulic Engineering"
"http://is-concordia.io/AHSC698","Master’s Project"
"http://is-concordia.io/ACTT321","Movement for the Stage ll"
"http://is-concordia.io/PERC462","Playwriting II"
"http://is-concordia.io/ELEC6341","Antennas"
"http://is-concordia.io/COMM205","Business Communication"
"http://is-concordia.io/GEOL331","Evolution of the Earth"
"http://is-concordia.io/COMS284","Communication Media: Moving Images I"
"http://is-concordia.io/DFTT499","Special Topics in Design for the Theatre"
"http://is-concordia.io/PTNG430","Women and Painting"
"http://is-concordia.io/PHOT480","Independent Study"
"http://is-concordia.io/INSE6400","Principles of Systems Engineering"
"http://is-concordia.io/JOUR421","Advanced Video Journalism"
"http://is-concordia.io/ELEC273","Basic Circuit Analysis"
"http://is-concordia.io/FBRS452","Independent Study II"
"http://is-concordia.io/WSDB291","Introduction to Contemporary Concerns in Women’s Studies"
"http://is-concordia.io/FTRA301","Traduction littéraire du français à l’anglais"
"http://is-concordia.io/DANC301","Creative Process II"
"http://is-concordia.io/AHSC490","Independent Study I"
"http://is-concordia.io/AHSC491","Independent Study II"
"http://is-concordia.io/ENGL637","Experiential learning in Contemporary Circus Practice and Physical Theatre: Methods in research-creation, action-research and participant observation (intensive Faculty of Arts and Science international graduate seminar)"
"http://is-concordia.io/ACCO657","Financial Strategies and Decisions"
"http://is-concordia.io/COEN390","Computer Engineering Product Design Project"
"http://is-concordia.io/INSE6411","Product Design Theory and Methodology"
"http://is-concordia.io/PRIN391","Contemporary Relief and Woodcut II"
"http://is-concordia.io/INSE6650","Trusted Computing"
"http://is-concordia.io/CHEM312","Intermediate Analytical Chemistry"
"http://is-concordia.io/COEN6611","Real-time Systems"
"http://is-concordia.io/PRIN341","Processes in Digital Print Media II"
"http://is-concordia.io/PTNG499","Special Topics in Painting"
"http://is-concordia.io/AHSC442","Community Development and Leisure"
"http://is-concordia.io/INSE6210","Total Quality Methodologies in Engineering"
"http://is-concordia.io/ITAL200","Introductory Italian: Intensive"
"http://is-concordia.io/ELEC6611","Digital Filters"
"http://is-concordia.io/ELEC321","Introduction to Semiconductor Materials and Devices"
"http://is-concordia.io/INSE6610","Cybercrime Investigations"
"http://is-concordia.io/CHEM241","Inorganic Chemistry I: Introduction to Periodicity and Valence Theory"
"http://is-concordia.io/PTNG310","Painting and Popular Culture I"
"http://is-concordia.io/PRIN371","Contemporary Print Processes II"
"http://is-concordia.io/MECH412","Computer-Aided Mechanical Design"
"http://is-concordia.io/BLDG7841","Information Technology Applications in Construction"
"http://is-concordia.io/FTRA402","Traduction littéraire avancée : de l’anglais au français"
"http://is-concordia.io/DRAW299","Special Topics in Drawing"
"http://is-concordia.io/ACCO420","Financial Reporting III"
"http://is-concordia.io/FINA416","Behavioral Finance"
"http://is-concordia.io/INDU490","Capstone Industrial Engineering Design Project"
"http://is-concordia.io/FINA405","Cases in Finance"
"http://is-concordia.io/RELI215","Religions of Asia"
"http://is-concordia.io/EMBA625","Global Experience"
"http://is-concordia.io/MECH6011","Analysis and Design of Pneumatic Systems"
"http://is-concordia.io/MAST324","Introduction to Optimization"
"http://is-concordia.io/DRAW472","Independent Study II"
"http://is-concordia.io/BLDG7521","Advanced Computer-Aided Building Design"
"http://is-concordia.io/BTM633","Strategic Management of Information Technology"
"http://is-concordia.io/ELEC6381","Techniques in Electromagnetic Compatibility"
"http://is-concordia.io/DRAW201","Introduction to Drawing"
"http://is-concordia.io/FTRA498","Étude avancée d’un sujet particulier"
"http://is-concordia.io/EMBA645","Applied Field Project II"
"http://is-concordia.io/PSYC710","APC Practicum II: Child"
"http://is-concordia.io/PSYC825","APC Practicum III: Child"
"http://is-concordia.io/RELI6008","Community Engagement"
"http://is-concordia.io/JOUR330","Radio Newsroom"
"http://is-concordia.io/BIOL631","Advanced Top/Biotechnology: Tools of Synthetic Biology"
"http://is-concordia.io/BIOL631","Advanced Top/Biotechnology: Synthetic Biology and Industrial Applications"
"http://is-concordia.io/ELEC6171","Modelling and Analysis of Telecommunications Networks"
"http://is-concordia.io/IRST346","Irish Performance Studies"
"http://is-concordia.io/POLI392","Approaches to Social Science Inquiry"
"http://is-concordia.io/DFTT350","Introduction to Public Performance Design"
"http://is-concordia.io/COMP6741","Intelligent Systems"
"http://is-concordia.io/CIVI6031","Seismic Assessment and Retrofit of Structures"
"http://is-concordia.io/COEN345","Software Testing and Validation"
"http://is-concordia.io/FBRS371","Paper: Surface and Object"
"http://is-concordia.io/MECH6671","Finite Element Method in Machine Design"
"http://is-concordia.io/VDEO350","Video History and Theory"
"http://is-concordia.io/PRIN331","Screen Printing II"
"http://is-concordia.io/EXCI252","Introduction to Physical Activity, Health and Fitness"
"http://is-concordia.io/POLI693","Internship"
"http://is-concordia.io/MECH6601","Testing and Evaluation of Polymer Composite Materials and Structures"
"http://is-concordia.io/MECH6111","Gas Dynamics"
"http://is-concordia.io/SOEN423","Distributed Systems"
"http://is-concordia.io/MECH6681","Dynamics and Control of Nonholonomic Systems"
"http://is-concordia.io/ACTT498","Special Topics in Acting"
"http://is-concordia.io/ENCS272","Argumentation and Composition for Engineers"
"http://is-concordia.io/PERC210","Performance Creation Studio 1: Theory and Method"
"http://is-concordia.io/COEN6311","Software Engineering"
"http://is-concordia.io/CHEM271","Biochemistry I"
"http://is-concordia.io/COMS606","Media Research Practicum"
"http://is-concordia.io/COMP107","Computer Science Industrial Experience Work Term I"
"http://is-concordia.io/CLAS383","Intermediate Ancient Greek I: Prose"
"http://is-concordia.io/FBRS341","Intermediate Fibre Structures"
"http://is-concordia.io/MBA650","Crafting and Implementing Successful Strategies"
"http://is-concordia.io/PERC386","Site-specific Performance Practice"
"http://is-concordia.io/BLDG7511","Integrated Building Design"
"http://is-concordia.io/FRAA623","Rédaction avancée"
"http://is-concordia.io/APLI644","Technology in Language Teaching"
"http://is-concordia.io/PSYC315","Statistical Analysis I"
"http://is-concordia.io/ELEC6471","Hybrid Electric Vehicle Power System Design and Control"
"http://is-concordia.io/HIST338","History and the Graphic Novel"
"http://is-concordia.io/FTRA418","Web, technologies, traduction : théories et critiques"
"http://is-concordia.io/MCHI240","Intermediate Modern Chinese I"
"http://is-concordia.io/CIVI6491","Engineering Aspects of Site Remediation"
"http://is-concordia.io/ESL205","Academic Oral Communication I"
"http://is-concordia.io/TESL331","Grammar for Teachers"
"http://is-concordia.io/ACTT455","Voice for Stage lV"
"http://is-concordia.io/CATA439","Rehabilitation of the Hip, Spine and Pelvis"
"http://is-concordia.io/JOUR325","Social Media and Mobile Reporting"
"http://is-concordia.io/LOYC298-01","Ecocide and Dystopias"
"http://is-concordia.io/CIVI382","Water Resources Engineering"
"http://is-concordia.io/BLDG371","Building Service Systems"
"http://is-concordia.io/RELI318","Shiite Islam"
"http://is-concordia.io/EDUC385","Teaching a Second Language in Early Childhood and Elementary School"
"http://is-concordia.io/PHYS390","Electronics"
"http://is-concordia.io/ELEC421","Solid State Devices"
"http://is-concordia.io/BIOL337","Invertebrate Biology"
"http://is-concordia.io/PTNG298","Special Topics in Painting"
"http://is-concordia.io/MARK444","Sports Marketing"
"http://is-concordia.io/ACCO653","Information Systems and Internal Control"
"http://is-concordia.io/INDU6241","Lean Manufacturing"
"http://is-concordia.io/CIVI484","Hydraulic Engineering"
"http://is-concordia.io/KCEP383","Kinesiology and Clinical Exercise Physiology Internship I"
"http://is-concordia.io/ELEC430","Electrical Power Equipment"
"http://is-concordia.io/EMBA610","Measuring and Reporting Financial Performance"
"http://is-concordia.io/CIVI6711","Asset Management for Sustainable Civil Infrastructure"
"http://is-concordia.io/PERC405","Independent Study I"
"http://is-concordia.io/COMP428","Parallel Programming"
"http://is-concordia.io/GEOL302","Palaeobiology"
"http://is-concordia.io/PHOT499","Special Topics in Photography"
"http://is-concordia.io/ACTT358","Movement for the Stage lll"
"http://is-concordia.io/FTRA652","Traduction assistée par ordinateur (TAO) et post édition Co-listé : FTRA 552"
"http://is-concordia.io/AERO201","Introduction to Flight and Aerospace Systems"
"http://is-concordia.io/INSE6150","Security Evaluation Methodologies"
"http://is-concordia.io/DFTT325","Costume Design Realization"
"http://is-concordia.io/APLI636","Language Awareness"
"http://is-concordia.io/CHEM293","Spectroscopy and Structure of Organic Compounds"
"http://is-concordia.io/IMCA498","Special Topics in Intermedia"
"http://is-concordia.io/EMBA621","Information Technology and Analytics"
"http://is-concordia.io/INDU6321","Introduction to Six Sigma"
"http://is-concordia.io/PRIN431","Screen Printing III"
"http://is-concordia.io/DFTT336","Stage Properties Realization"
"http://is-concordia.io/ACTT398","Special Topics in Acting"
"http://is-concordia.io/FINA663","Seminar in Corporate Finance"
"http://is-concordia.io/FINA413","Advanced Topics in Derivative Markets"
"http://is-concordia.io/PHOT322","Colour Photography II"
"http://is-concordia.io/HIST306","History and the Public"
"http://is-concordia.io/BIOL422","Advanced Statistics in Biological Science"
"http://is-concordia.io/COMP346","Operating Systems"
"http://is-concordia.io/JPER325","Jazz Choir II"
"http://is-concordia.io/ACCO400","Accounting in Society / Accounting Theory"
"http://is-concordia.io/PHIL260","Presocratics and Plato"
"http://is-concordia.io/COMP442","Compiler Design"
"http://is-concordia.io/PHOT398","Special Topics in Photography"
"http://is-concordia.io/PSYC706","Assessment Practicum I"
"http://is-concordia.io/ECON423","Applied Econometrics"
"http://is-concordia.io/PERC318","Playwriting 1"
"http://is-concordia.io/BLDG6591","Computer-Aided Building Design"
"http://is-concordia.io/PTNG416","Abstract Painting II"
"http://is-concordia.io/PERC209","The Engaged Theatre Artist"
"http://is-concordia.io/ELEC6261","Optical Devices for High-Speed Communications"
"http://is-concordia.io/FTRA615","Advanced literary translation Co-listé : FTRA 544 ou 545"
"http://is-concordia.io/MECH352","Heat Transfer I"
"http://is-concordia.io/EDUC307","Integrating Digital Technologies and Social Media in Learning Environments"
"http://is-concordia.io/MECH471","Microcontrollers for Mechatronics"
"http://is-concordia.io/BSTA478","Data Mining Techniques"
"http://is-concordia.io/ELEC6841","Advanced Digital Communications"
"http://is-concordia.io/DRAW414","Life in the Round: Drawing the Figure from Observation II"
"http://is-concordia.io/IMCA472","Independent Study in Intermedia II"
"http://is-concordia.io/COMS274","Communication Media: Intermedia I"
"http://is-concordia.io/ENGR308","Engineering Industrial Experience Reflective Learning III"
"http://is-concordia.io/SCUL452","Independent Study II"
"http://is-concordia.io/CIVI6641","Unit Operations in Environmental Engineering"
"http://is-concordia.io/CIVI361","Introduction to Environmental Engineering"
"http://is-concordia.io/ELEC6251","Microtransducer Process Technology"
"http://is-concordia.io/MBA654","MBA Research Projects"
"http://is-concordia.io/ACCO330","Cost and Management Accounting"
"http://is-concordia.io/CHEM324","Organic Chemistry III: Organic Reactions"
"http://is-concordia.io/DANC420","Choreography II"
"http://is-concordia.io/PERC490","Performance Creation Mainstage"
"http://is-concordia.io/COMP6521","Advanced Database Techniques and Applications"
"http://is-concordia.io/ARTX201","Introduction to Contemporary Art Practices"
"http://is-concordia.io/ELEC6041","Large-scale Control Systems"
"http://is-concordia.io/HENV655","Environmental Modelling"
"http://is-concordia.io/ACTT332","Improvisation"
"http://is-concordia.io/COMP628","Parallel Programming"
"http://is-concordia.io/EMBA632","Creativity and Innovation"
"http://is-concordia.io/BLDG365","Building Science"
"http://is-concordia.io/DRAW420","Seminar/Workshop in Drawing"
"http://is-concordia.io/CERA450","Independent Study"
"http://is-concordia.io/ELEC6081","Modern Analog Filter Design"
"http://is-concordia.io/SCPA510","CED Field Project Part 1"
"http://is-concordia.io/CHEM477","Advanced Laboratory in Biochemistry"
"http://is-concordia.io/FTRA634","Traduction littéraire de l’anglais au français Co-listé : FTRA 504"
"http://is-concordia.io/CLAS460","Ancient Pottery:  History, Analysis and Interpretation"
"http://is-concordia.io/BLDG6561","Building Economics I"
"http://is-concordia.io/FINA465","Trading in Financial Securities"
"http://is-concordia.io/ENGL429","Advanced Studies in Creative Writing"
"http://is-concordia.io/MBA657","International Case Competition - Executive Assistant"
"http://is-concordia.io/ELEC6641","Two-dimensional Signal and Image Processing"
"http://is-concordia.io/BLDG6711","Mechanical Systems in Building"
"http://is-concordia.io/COMP208","Computer Science Industrial Experience Reflective Learning II"
"http://is-concordia.io/ELEC466","Introduction to Optical Communication Systems"
"http://is-concordia.io/CLAS490","Honours Thesis"
"http://is-concordia.io/JOUR630","Mediating Diversity through Audio Story-telling"
"http://is-concordia.io/PHYS665","Principles of Medical Imaging"
"http://is-concordia.io/FINA402","Short Term Financial Management"
"http://is-concordia.io/AHSC260","Program Planning, design & evaluation"
"http://is-concordia.io/PHYS389","Honours Research Experience II"
"http://is-concordia.io/FINA481","Management of Financial Institutions"
"http://is-concordia.io/APLI647","Supervision of Practice Teaching"
"http://is-concordia.io/COMP248","Object‑Oriented Programming I"
"http://is-concordia.io/ACTU486","Actuarial Mathematics Lab III"
"http://is-concordia.io/ELEC425","Optical Devices for High-Speed Communications"
"http://is-concordia.io/FINA695","Applied Investments: Business Analysis and Valuation"
"http://is-concordia.io/ACTT440","Supervised Acting Performance Project"
"http://is-concordia.io/COMS562","Media Production: Sound"
"http://is-concordia.io/INSE6530","3D Graphics and Computer Animation for Game Design"
"http://is-concordia.io/DFTT450","Advanced Public Performance Design"
"http://is-concordia.io/MECH6191","Combustion"
"http://is-concordia.io/DFTT331","Set Design Conception"
"http://is-concordia.io/INDU324","Operations Research II"
"http://is-concordia.io/PSYC485","Specialization Project"
"http://is-concordia.io/FINA470","International Finance"
"http://is-concordia.io/JAZZ481","Supervised Internship I"
"http://is-concordia.io/CHEM217","Introductory Analytical Chemistry I"
"http://is-concordia.io/STAT480","Statistical Consulting and Data Analysis"
"http://is-concordia.io/ELEC463","Telecommunication Network"
"http://is-concordia.io/HIST486","Public History Internship"
"http://is-concordia.io/FBRS399","Special Topics in Fibres and Material Practices"
"http://is-concordia.io/MECH343","Theory of Machines"
"http://is-concordia.io/ENGL428","Advanced Studies in Creative Writing"
"http://is-concordia.io/PTNG460","Materials and Methods of the Artist"
"http://is-concordia.io/SSDB492","Seminar in Advanced Topics in Sexuality I"
"http://is-concordia.io/BLDG6621","Modern Building Materials"
"http://is-concordia.io/ENGL342","Creative Writing: Prose Fiction"
"http://is-concordia.io/HIST889","Doctoral Seminar"
"http://is-concordia.io/ARTX280","Integrated Studio in Contemporary Art Practices I"
"http://is-concordia.io/ARTT471","Professional Internship I"
"http://is-concordia.io/ENVS608","Getting Ready for the EA Internship"
"http://is-concordia.io/HIST380","History and Digital Media"
"http://is-concordia.io/STAT380","Statistical Learning"
"http://is-concordia.io/ENGL417","Writing for Media"
"http://is-concordia.io/ENGR8901","Master of Applied Science Research and Thesis"
"http://is-concordia.io/ELEC441","Modern Analog Filter Design"
"http://is-concordia.io/ENGL224","The Creative Process"
"http://is-concordia.io/CATA262","Emergency Care in Sport and Exercise"
"http://is-concordia.io/AHSC691","Practicum B"
"http://is-concordia.io/ACCO656","Performance Management"
"http://is-concordia.io/FTRA401","Traduction littéraire avancée : du français à l’anglais"
"http://is-concordia.io/ACTT370","Clown for the Actor"
"http://is-concordia.io/ELEC481","Linear Systems"
"http://is-concordia.io/MECH6171","Turbomachinery and Propulsion"
"http://is-concordia.io/GERM200","Introductory German: Intensive"
"http://is-concordia.io/MANA443","Compensation and Benefits"
"http://is-concordia.io/PSYC387","Directed Research in Psychology"
"http://is-concordia.io/AERO482","Avionic Navigation Systems (3 credits)"
"http://is-concordia.io/PTNG498","Special Topics in Painting"
"http://is-concordia.io/BIOL340","Plant Biology"
"http://is-concordia.io/MSCA602","Applied Linear Statistical Models"
"http://is-concordia.io/LING421","Non-Indo-European Structures"
"http://is-concordia.io/CERA430","Ceramics III"
"http://is-concordia.io/BLDG6611","Building Science"
"http://is-concordia.io/MECH6631","Industrial Automation"
"http://is-concordia.io/MECH6301","Vibration Problems in Rotating Machinery"
"http://is-concordia.io/MECH6091","Flight Control Systems"
"http://is-concordia.io/AHSC599","Independent Study"
"http://is-concordia.io/CLAS411","Advanced Ancient Greek II: Poetry"
"http://is-concordia.io/DRAW498","Special Topics in Drawing"
"http://is-concordia.io/INDU6351","System Reliability"
"http://is-concordia.io/ELEC390","Electrical Engineering Product Design Project"
"http://is-concordia.io/FBRS386","Digital Technologies and Material Practices"
"http://is-concordia.io/GEOG323","Urban Agriculture"
"http://is-concordia.io/FTRA633","Aspects théoriques et pratiques de la terminologie Co-listé : FTRA 533"
"http://is-concordia.io/DRAW471","Independent Study I"
"http://is-concordia.io/DFTT398","Special Topics in Design for the Theatre: Realization"
"http://is-concordia.io/CHEM431","Computational Chemistry for Chemists and Biochemists"
"http://is-concordia.io/PRIN498","Special Topics in Print Media"
"http://is-concordia.io/PRIN321","Lithography II"
"http://is-concordia.io/FBRS482","Professional Internship II"
"http://is-concordia.io/MBA658","Van Berkon Case Competition - Executive Assistant"
"http://is-concordia.io/SCUL399","Special Topics in Sculpture"
"http://is-concordia.io/ETEC650","Fundamentals of Instructional Design"
"http://is-concordia.io/ARTX492","Independent Study II"
"http://is-concordia.io/DRAW400","Drawing III"
"http://is-concordia.io/CIVI7101","Theory and Design of Orthotropic Bridges"
"http://is-concordia.io/COEN6711","Microprocessors and Their Applications"
"http://is-concordia.io/EXCI351","Introduction to the Biomechanics of Human Movement"
"http://is-concordia.io/ACTT432","Rasa Boxes"
"http://is-concordia.io/IMCA480","Professional Internship in Intermedia"
"http://is-concordia.io/MECH6761","Vehicular Internal Combustion Engines"
"http://is-concordia.io/EDUC406","Physical Activity: Health and Well-being in Early Childhood Settings"
"http://is-concordia.io/ELEC6091","Discrete Event Systems"
"http://is-concordia.io/JPER424","Eclectic Ensemble III"
"http://is-concordia.io/JPER225","Jazz Choir"
"http://is-concordia.io/COMS876","Media Technology as Practice"
"http://is-concordia.io/MECH6241","Operational Performance of Aircraft"
"http://is-concordia.io/CIVI6671","Fate and Transport of Contaminants in the Environment"
"http://is-concordia.io/PRIN241","Processes in Digital Print Media I"
"http://is-concordia.io/CHEM651","Nanochemistry"
"http://is-concordia.io/ACCO658","Capstone I Seminar"
"http://is-concordia.io/MECH472","Mechatronics and Automation"
"http://is-concordia.io/EDUC301","Integrating Computers into the Elementary Classroom"
"http://is-concordia.io/MARK486","Product Innovation and Strategy"
"http://is-concordia.io/CIVI432","Soil Mechanics"
"http://is-concordia.io/ELEC7151","Broadband Communications Networks"
"http://is-concordia.io/INSE7120","Advanced Network Management"
"http://is-concordia.io/EMBA611","Managing Talent"
"http://is-concordia.io/BIOL486","High-throughput Instrumentation"
"http://is-concordia.io/MARK453","Marketing Communications"
"http://is-concordia.io/APLI626","Variationist Approaches to Second Language Acquisition"
"http://is-concordia.io/DRAW298","Special Topics in Drawing"
"http://is-concordia.io/CHST618","Childhood Settings"
"http://is-concordia.io/EDUC382","Teaching Science Concepts in the Elementary Classroom"
"http://is-concordia.io/BSTA450","Statistical Models for Data Analysis"
"http://is-concordia.io/ELEC6661","Medical Image Processing"
"http://is-concordia.io/ELEC311","Electronics I"
"http://is-concordia.io/ENGR207","Engineering Industrial Experience Work Term II"
"http://is-concordia.io/BLDG7831","Building Economics II"
"http://is-concordia.io/COEN6501","Digital System Design and Synthesis"
"http://is-concordia.io/CIVI6071","Advanced Steel Structures Design"
"http://is-concordia.io/CERA452","Independent Study II"
"http://is-concordia.io/FTRA612","Traduction avancée en sciences humaines et sociales Co-listé : FTRA 542 ou FTRA 543"
"http://is-concordia.io/PSYC707","Assessment Practicum II"
"http://is-concordia.io/PSYC713","Extramural Practicum I: Child"
"http://is-concordia.io/ELEC422","Design of Integrated Circuit Components"
"http://is-concordia.io/COEN315","Digital Electronics"
"http://is-concordia.io/FTRA558","Pratique de la localisation"
"http://is-concordia.io/SCUL310","Sculpture and Spatial Practices"
"http://is-concordia.io/PSYC487","Advanced Directed Research in Psychology"
"http://is-concordia.io/URBS420","The Social and Cultural Geographies of Montreal"
"http://is-concordia.io/INSE6640","Smart Grids and Control System Security"
"http://is-concordia.io/TESL221","Phonology for Teachers"
"http://is-concordia.io/INSE6670","Embedded Systems Security"
"http://is-concordia.io/IMCA220","Introduction to Digital Media and Electronic Arts"
"http://is-concordia.io/PHYS330","Experimental Physics II"
"http://is-concordia.io/BLDG6701","Building Environment"
"http://is-concordia.io/PTNG472","Independent Study II"
"http://is-concordia.io/ENCS6721","Technical Writing and Research Methods for Engineers and Computer Scientists"
"http://is-concordia.io/COMP477","Animation for Computer Games"
"http://is-concordia.io/GEOG301","The Sustainable University Campus"
"http://is-concordia.io/TESL488","Internship Seminar"
"http://is-concordia.io/PHOT221","Colour Photography I"
"http://is-concordia.io/ACTT399","Special Topics in Acting"
"http://is-concordia.io/TESL326","TESL Pedagogy: General"
"http://is-concordia.io/CIVI6481","Sustainable Management of Industrial Waste"
"http://is-concordia.io/PRIN421","Lithography III"
"http://is-concordia.io/FRAA498","Étude avancée d’un sujet particulier"
"http://is-concordia.io/PSYC601","Statistical Analysis and Experimental Design"
"http://is-concordia.io/GEOL216","Field Methods"
"http://is-concordia.io/MECH6131","Conduction and Radiation Heat Transfer"
"http://is-concordia.io/ACTT465","The Actor's Profession"
"http://is-concordia.io/BLDG7871","Construction Equipment Management"
"http://is-concordia.io/IMCA322","Robotics for Artists"
"http://is-concordia.io/PERC498","Special Topics in Performance Creation"
"http://is-concordia.io/ARTX398","Special Topics in Contemporary Studio Arts Practice"
"http://is-concordia.io/GEOG466","Geomedia and the Geoweb"
"http://is-concordia.io/CIVI6301","Hydrology"
"http://is-concordia.io/MECH6311","Noise and Vibration Control"
"http://is-concordia.io/CLAS370","Practicum in Archaeology"
"http://is-concordia.io/ELEC6391","Microwave Engineering"
"http://is-concordia.io/ELEC6221","Solid State Devices"
"http://is-concordia.io/MCHI206","Introduction to Modern Chinese II"
"http://is-concordia.io/PHOT331","Digital Photography I"
"http://is-concordia.io/ACTT201","Introduction to Acting"
"http://is-concordia.io/COMP5361","Discrete Structures and Formal Languages"
"http://is-concordia.io/COMP5461","Operating Systems"
"http://is-concordia.io/AHSC632","Planning Human Systems Intervention"
"http://is-concordia.io/ELEC6111","Detection and Estimation Theory"
"http://is-concordia.io/BTM440","Business Information Systems’ Risks, Security and Audit"
"http://is-concordia.io/ELEC372","Fundamentals of Control Systems"
"http://is-concordia.io/PHYS295","Experimental Electronics I"
"http://is-concordia.io/CIVI6601","Modelling in Building and Environmental Engineering"
"http://is-concordia.io/MBA663","District 3 Start Up Consulting"
"http://is-concordia.io/ENGR108","Engineering Industrial Experience Reflective Learning I"
"http://is-concordia.io/ENGR202","Sustainable Development and Environmental Stewardship"
"http://is-concordia.io/INDU6131","Graph Theory with System Applications"
"http://is-concordia.io/FLIT690","Présentation du mémoire"
"http://is-concordia.io/ANTH315","Field Research"
"http://is-concordia.io/PHOT481","Independent Study I"
"http://is-concordia.io/CATA339","Rehabilitation of the Upper and Lower Extremities"
"http://is-concordia.io/TESL424","Methodology II"
"http://is-concordia.io/JOUR504","Intermediate Reporting"
"http://is-concordia.io/JOUR207","Introduction to Multimedia"
"http://is-concordia.io/ECON330","Economics in Practice"
"http://is-concordia.io/ELEC456","Antennas"
"http://is-concordia.io/ENGR472","Robot Manipulators"
"http://is-concordia.io/URBS250","Representation Methods in Urban Studies"
"http://is-concordia.io/AHSC435","Fieldwork Practice"
"http://is-concordia.io/ENCS8511","Doctoral Research Proposal"
"http://is-concordia.io/DFTT305","Independent Study I"
"http://is-concordia.io/CIVI453","Design of Reinforced Concrete Structures"
"http://is-concordia.io/COMS493","Communication Media: Advanced Topics"
"http://is-concordia.io/MBA647","Managing People in Organizations"
"http://is-concordia.io/FTRA655","Gestion de projets Co-listé : FTRA 555"
"http://is-concordia.io/BTM481","Information Systems Analysis"
"http://is-concordia.io/PTNG420","Seminar/Workshop in Painting"
"http://is-concordia.io/PTNG414","Life in the Round: Painting the Figure from Observation II"
"http://is-concordia.io/STAT287","Statistics Lab I"
"http://is-concordia.io/JOUR303","Feature Writing"
"http://is-concordia.io/HIST388","Telling Stories: Oral History, Memoryscapes, and Digital Storytelling"
"http://is-concordia.io/INDU421","Facilities Design and Material Handling Systems"
"http://is-concordia.io/ACTT480","Designing an Acting Workshop"
"http://is-concordia.io/JOUR521","Visual Story-Telling"
"http://is-concordia.io/ACTT450","Advanced Acting Studio"
"http://is-concordia.io/ELEC434","Behaviour of Power Systems"
"http://is-concordia.io/MECH6101","Kinetic Theory of Gases"
"http://is-concordia.io/ENGL414","Literary Publishing and Editing"
"http://is-concordia.io/CIVI454","Design of Steel Structures"
"http://is-concordia.io/JOUR450","Journalism Practicum"
"http://is-concordia.io/IMCA332","Intermedia, Performance Practices and Performative Video"
"http://is-concordia.io/MAST232","Mathematics with Computer Algebra"
"http://is-concordia.io/INDU410","Safety Engineering"
"http://is-concordia.io/PSYC851","Teaching of Laboratory Techniques"
"http://is-concordia.io/SCPA352","Community and Local Activism"
"http://is-concordia.io/JOUR309","Editing and Page Design"
"http://is-concordia.io/ACCO455","Fraud Prevention and Investigation"
"http://is-concordia.io/FRAA598","Étude avancée d’un sujet particulier"
"http://is-concordia.io/PERC321","Introduction to Performance Studies"
"http://is-concordia.io/MANA420","Management Research for Decision Making"
"http://is-concordia.io/COEN445","Communication Networks and Protocols"
"http://is-concordia.io/ELEC6651","Adaptive Signal Processing"
"http://is-concordia.io/INDU6221","Lean Enterprise"
"http://is-concordia.io/MECH7511","Vehicle Vibration and Control"
"http://is-concordia.io/COMP6771","Image Processing"
"http://is-concordia.io/BLDG6641","Industrialized Building"
"http://is-concordia.io/COMS569","Media Production: Moving Images"
"http://is-concordia.io/MECH6541","Joining Processes and Nondestructive Testing"
"http://is-concordia.io/INSE6220","Advanced Statistical Approaches to Quality"
"http://is-concordia.io/STAT388","Statistics Lab II"
"http://is-concordia.io/BLDG471","HVAC System Design"
"http://is-concordia.io/ELEC6141","Wireless Communications"
"http://is-concordia.io/POLI315","International Organizations"
"http://is-concordia.io/COEN311","Computer Organization and Software"
"http://is-concordia.io/FTRA683","Tutorial in translation"
"http://is-concordia.io/BLDG390","Building Engineering Design Project"
"http://is-concordia.io/RELI312","Justice and Social Conflict in a Globalized World"
"http://is-concordia.io/SCEN412","Art Direction"
"http://is-concordia.io/BIOL480","Bioinformatics"
"http://is-concordia.io/SOEN422","Embedded Systems and Software"
"http://is-concordia.io/DANC205","Technique I"
"http://is-concordia.io/JOUR537","Visual Journalism Portfolio"
"http://is-concordia.io/BLDG366","Acoustics and Lighting"
"http://is-concordia.io/ELEC6271","Nanoscience and Nanotechnology: Opto-Electronic Devices"
"http://is-concordia.io/POLI393","Quantitative Research Methods"
"http://is-concordia.io/IMCA481","Professional Internship in Intermedia I"
"http://is-concordia.io/ENGR201","Professional Practice and Responsibility"
"http://is-concordia.io/ACTT331","Scene Study ll"
"http://is-concordia.io/MSCA632","Seminar in Special Topics in Finance"
"http://is-concordia.io/SCEN347","Exhibition Scenography"
"http://is-concordia.io/PHOT332","Digital Photography II"
"http://is-concordia.io/DFTT351","Introduction to Public Performance Design"
"http://is-concordia.io/ETEC637","Educational Gaming and Modeling"
"http://is-concordia.io/MANA446","Workplace Planning and Staffing"
"http://is-concordia.io/EXCI358","Physiology of Exercise"
"http://is-concordia.io/SCOL490","Directed and Independent Study III"
"http://is-concordia.io/EMBA633","Applied Field Project I"
"http://is-concordia.io/COMP6791","Information Retrieval and Web Search"
